목적,읍면동,설치장소,위도,경도,설치연도,설치대수
도로방범,성북동,중앙동 1-13 ,35.195278,128.08242,2018,3
산단관리,정촌면,정촌면 예하리 1247-1,35.117558,128.102199,2019,2
도로방범,중앙동,옥봉동 879-2 ,35.189122,128.09373,2020,2
도로방범,중앙동,옥봉동 890-9 ,35.186837,128.096392,2020,2
방범,중앙동,장대동 130-2,35.19338,128.087846,2015,1
산단관리,정촌면,정촌면 예하리 1245,35.119605,128.103528,2019,2
산단관리,정촌면,정촌면 예하리 1240-4,35.123133,128.106945,2019,6
산단관리,정촌면,정촌면 예하리 1239-1,35.125267,128.10766,2019,2
산단관리,정촌면,정촌면 예하리 1244-4,35.18105,128.140423,2020,4
도로방범,정촌면,정촌면 화개리 664,35.13464,128.11455,2021,2
도로방범,정촌면,정촌면 관봉리 671,35.11964,128.14099,2021,2
산단관리,정촌면,정촌면 예하리 1367-2,35.116422,128.096727,2020,4
산단관리,정촌면,정촌면 예하리 1372-4,35.115304,128.096965,2020,4
산단관리,정촌면,정촌면 예하리 1406-3,35.113801,128.109278,2020,3
산단관리,정촌면,정촌면 예하리 1401-9,35.113563,128.105137,2020,4
산단관리,정촌면,정촌면 예하리 1406-7,35.112281,128.108087,2020,3
도로방범,하대동,하대동 하대로110,35.193246,128.123695,2021,2
산단관리,정촌면,정촌면 예하리 1407-10,35.112308,128.10545,2020,4
산단관리,정촌면,정촌면 예하리 1393-7,35.11207,128.103974,2020,4
산단관리,정촌면,정촌면 예하리 1393-9,35.112363,128.101665,2020,3
산단관리,정촌면, 정촌면 예하리 1411-3,35.111392,128.105843,2020,4
산단관리,정촌면,정촌면 예하리 1416,35.10934,128.11057,2020,3
산단관리,정촌면,정촌면 예하리 1389-3,35.108955,128.104432,2020,4
스마트폴,정촌면,정촌면 예하리 911-11,35.11352,128.09403,2022,1
스마트폴,정촌면,정촌면 예하리 911-11,35.11261,128.09581,2022,1
도로방범,정촌면,정촌면 예하리 1291-1,35.171104,128.276715,2022,4
도로방범,정촌면,정촌면 소곡리 217-1,35.121855,128.123443,2022,4
공원,정촌면,정촌면 예하리 1319,35.1248,128.100287,2023,3
공원,정촌면,정촌면 예하리 1350,35.1246,128.100777,2023,3
방범,정촌면,정촌면 관봉리 966-13 ,35.124918,128.144266,2023,3
도로방범,초장동,초전동 1047 ,35.199233,128.116451,2019,4
도로방범,초장동,초전동 1085-6,35.21194,128.115599,2019,4
도로방범,평거동,평거동 660-28 ,35.162056,128.038417,2020,2
방범,정촌면,정촌면 화개리 1285 ,35.127776,128.109787,2023,2
방범,중앙동,봉래동 38-158,35.19944,128.085619,2018,2
방범,중앙동,옥봉동 375-25,35.195767,128.09309,2022,4
방범,중앙동,옥봉동 700-1,35.193443,128.092539,2021,2
도로방범,이현동, 이현동 722-2 ,35.211554,128.054883,2015,2
도로방범,이현동,이현동 706-7 ,35.201026,128.055641,2017,1
도로방범,판문동,판문동 1231-1  ,35.186604,128.04661,2020,2
도로방범,판문동,판문동 519 ,35.186464,128.046337,2019,2
방범,중앙동,옥봉동 700-1,35.193168,128.094727,2021,2
방범,중앙동,옥봉동 700-1,35.193322,128.09344,2021,2
방범,중앙동,옥봉동 389,35.195679,128.091355,2022,2
방범,중앙동,대안동 14-8,35.194702,128.08288,2018,4
방범,중앙동,중안동 3-13,35.19443,128.082221,2023,3
방범,중앙동,장대동 130-2,35.193565,128.087523,2015,2
방범,중앙동,장대동 105-6,35.19233,128.086462,2016,4
방범,중앙동,평안동 145,35.196807,128.084155,2016,2
방범,중앙동,수정동 19-5,35.198247,128.085984,2016,2
도로방범,문산읍,문산읍 소문리 430 ,35.176755,128.156384,2013,2
방범,중앙동,옥봉동 835-5,35.192629,128.092769,2016,3
도로방범,문산읍,문산읍 상문리 1024-1 ,35.172518,128.173643,2017,2
도로방범,문산읍,문산읍 옥산리 832-1 ,35.160333,128.149597,2017,2
도로방범,문산읍,문산읍 삼곡리 579-9,35.17089,128.172809,2017,2
도로방범,문산읍,문산읍 두산리 1027 ,35.143013,128.135396,2018,2
도로방범,문산읍,문산읍 이곡리 650 ,35.135453,128.170087,2018,2
도로방범,문산읍,문산읍 갈곡리 213 ,35.142871,128.221589,2019,3
도로방범,문산읍,문산읍 소문리 430 ,35.176755,128.156384,2019,2
방범,중앙동,봉래동 94-16,35.201186,128.083143,2016,3
도로방범,내동면,내동면 유수리 250-2,35.127297,128.027072,2018,2
도로방범,내동면,내평리 23-1(내동면 내평리 산51-5),35.138544,128.024309,2017,3
도로방범,내동면,내동면 신율리 산58-4 ,35.150016,128.085877,2016,3
도로방범,내동면,내동면 신율리 산58-4,35.150016,128.085877,2015,3
방범,중앙동,옥봉동 794-27,35.192396,128.090186,2016,2
도로방범,내동면,내동면 유수리 243-1,35.126357,128.032116,2017,2
도로방범,내동면,내동면 내평리 산52-12 ,35.138544,128.024309,2019,2
도로방범,정촌면,정촌면 예하리 730-1 (정촌18옆),35.119773,128.094181,2018,3
도로방범,정촌면,정촌면 예하리 352-2 (정촌11옆),35.126324,128.109769,2015,3
도로방범,정촌면,정촌면 화개리 1251,35.126448,128.1097,2015,1
도로방범,정촌면,정촌면 소곡리 385 ,35.121301,128.128825,2017,2
도로방범,정촌면,정촌면 예하리 352-2 (정촌08옆),35.116208,128.095961,2018,1
도로방범,정촌면,정촌면 예하리 276-17 ,35.116372,128.096081,2018,1
도로방범,정촌면,정촌면 예하리 730-1 (정촌04옆),35.119773,128.094181,2019,2
도로방범,금곡면,금곡면 가봉리 772-6 ,35.124964,128.216947,2020,2
도로방범,금곡면,금곡면 두문리 산75-3 ,35.090613,128.17917,2020,2
도로방범,금곡면,금곡면 인담리 58-3,35.125428,128.173204,2018,3
도로방범,금곡면,금곡면 인담리 418-3 ,35.123229,128.174861,2017,2
도로방범,진성면,진성면 상촌리 114(진성7옆),35.188982,128.225417,2020,1
도로방범,진성면,진성면 상촌리 54-2 ,35.188771,128.2261,2020,2
도로방범,진성면,진성면 상촌리 69-3,35.190391,128.222762,2018,2
도로방범,진성면,진성면 상촌리 114(진성2옆),35.188982,128.225417,2019,1
도로방범,일반성면,일반성면 남산리 660-1,35.144567,128.272867,2018,2
도로방범,이반성면,이반성면 대천리 1075-1 ,35.137505,128.307991,2020,2
도로방범,이반성면,이반성면 발산리 639-1,35.142134,128.343229,2017,1
도로방범,이반성면,이반성면 평촌리 334 ,35.197439,128.335931,2020,2
도로방범,이반성면,이반성면 가산리 547-1 ,35.156232,128.315753,2018,2
도로방범,이반성면,이반성면 평촌리 775-5 ,35.187277,128.331944,2018,2
도로방범,이반성면,이반성면 발산리  620-2 ,35.142134,128.343229,2019,2
도로방범,사봉면,사봉면 봉곡리 1440,35.192036,128.292262,2018,2
도로방범,사봉면,사봉면 봉곡리 899-1,35.197271,128.273486,2019,2
도로방범,사봉면,사봉면 부계리 1340-6,35.189292,128.295629,2019,2
도로방범,지수면,지수면 압사리 산62-2(지수08옆),35.22872,128.266028,2020,1
도로방범,지수면,지수면 청담리 403-1 ,35.255515,128.272703,2019,2
도로방범,지수면,지수면 압사리 산62-2(지수08옆),35.22872,128.266028,2019,1
도로방범,지수면,지수면 압사리 996-5,35.224855,128.250814,2019,2
도로방범,대곡면,대곡면 광석리 31-2,35.276472,128.167052,2020,2
도로방범,대곡면,대곡면 덕곡리 642-5 ,35.223825,128.197968,2020,2
방범,중앙동,봉래동 180-1,35.199795,128.082848,2016,2
방범,중앙동,옥봉동 476-4,35.196751,128.088861,2016,2
방범,금산면,금산면 갈전리 1109-1,35.184386,128.155873,2015,1
도로방범,금산면,금산면 중천리 781-1 ,35.217188,128.136956,2018,2
방범,집현면,집현면 사촌리 424-7,35.213356,128.066238,2022,2
도로방범,집현면,집현면 덕오리 41-3,35.237949,128.133351,2017,1
도로방범,집현면,집현면 봉강리 산73-3 ,35.234763,128.086501,2018,1
도로방범,집현면,집현면 대암리 441-4 ,35.265155,128.079917,2018,3
방범,집현면,집현면 사촌리 531 ,35.222204,128.064337,2022,2
도로방범,집현면,집현면 장흥리 713-7 ,35.23243,128.101339,2019,3
도로방범,집현면,집현면 덕오리 279-3 ,35.235454,128.130248,2019,2
도로방범,미천면,미천면 효자리 278-2,35.333972,128.086263,2018,2
도로방범,미천면,미천면 효자리 산76-1,35.333972,128.086263,2019,2
도로방범,명석면,명석면 외율리 산198-12,35.278305,127.993602,2017,2
도로방범,명석면,명석면 왕지리 13-3 ,35.252937,128.05786,2017,1
도로방범,명석면,명석면 관지리 95-1 ,35.234408,128.045112,2017,1
도로방범,명석면,명석면 외율리 산198-12 ,35.278305,127.993602,2019,2
도로방범,대평면,대평면 내촌리 199-4,35.159929,127.992074,2018,3
도로방범,대평면,대평면 대평리 1204,35.240449,127.954609,2018,2
도로방범,수곡면,수곡면 원계리 812,35.22514,127.89525,2020,2
도로방범,수곡면,수곡면 원내리 244-2,35.158389,127.957571,2018,2
도로방범,수곡면,수곡면 자매리 58-8 ,35.243586,127.935662,2018,3
방범,중앙동,옥봉동 427-3,35.197028,128.088205,2016,2
방범,중앙동,옥봉동 202-2 ,35.197347,128.094441,2018,2
방범,중앙동,평안동 56 ,35.198663,128.082506,2018,2
방범,중앙동,장대동 67-9 ,35.194756,128.08844,2018,3
방범,중앙동,상봉동 967-12 ,35.201261,128.081045,2018,2
방범,중앙동,봉래동 85-16 ,35.201103,128.0851,2018,1
방범,중앙동,의곡길 54-5,35.201938,128.082305,2018,2
방범,중앙동,봉래동 84-2 ,35.202525,128.081659,2018,3
방범,중앙동,봉래동 75-3 ,35.202644,128.082671,2018,2
방범,중앙동,봉래동 82 ,35.201595,128.082776,2018,1
방범,중앙동,봉래동 56 ,35.2017,128.084682,2018,1
방범,중앙동,봉래동 1-20 ,35.201595,128.084677,2018,2
방범,중앙동,봉래동 112-6 ,35.201059,128.083967,2018,2
방범,중앙동,봉래동 39-1 ,35.201137,128.085044,2018,1
방범,중앙동,동성동 12-6,35.191837,128.084139,2019,3
공원,중앙동,옥봉동 398,35.196628,128.090105,2022,3
공원,중앙동,옥봉동 860,35.191909,128.099852,2022,2
공원,중앙동,옥봉동 860,35.1924684,128.1005859,2022,3
공원,중앙동,장대동 103,35.19297,128.08827,2016,2
방범,미천면,미천면 미곡리 770-3,35.313145,128.108457,2019,2
공원,중앙동,옥봉동 산1-1,35.199244,128.093979,2018,6
교통관리,중앙동,대안동 11-13,35.193089,128.084364,2012,4
방범,명석면,명석면 오미리 289-6,35.245195,127.993747,2019,2
어린이보호구역,중앙동,봉래동 27-2,35.200475,128.086353,2021,2
어린이보호구역,중앙동,봉래동 27-3,35.199284,128.087046,2021,3
방범,중앙동,옥봉동 792-1,35.19316,128.091403,2019,3
어린이보호구역,중앙동,봉래동 27-4,35.198764,128.087132,2021,2
어린이보호구역,중앙동,봉래동 27-6,35.199562,128.088595,2021,2
도로방범,이현동,이현동 212,35.188058,128.057321,2019,2
도로방범,중앙동,옥봉동 538-1,35.195862,128.089226,2016,2
도로방범,중앙동,옥봉동 361-8,35.197674,128.090844,2016,2
도로방범,금곡면,금곡면 정자리 187-3,35.122303,128.185437,2019,2
도로방범,중앙동,봉래동 88-4,35.200949,128.082174,2018,4
도로방범,평거동,평거동 733-2,35.168217,128.053519,2019,3
도로방범,중앙동,의병로243번길9,35.200912,128.084714,2018,3
방범,중앙동,수정동 19-10,35.198615,128.085782,2019,2
방범,대곡면,대곡면 단목리 1558-4,35.271386,128.133283,2019,2
방범,진성면,진성면 상촌리 325-3,35.17926,128.223469,2019,3
방범,지수면,지수면 청담리 583-1,35.247505,128.223469,2019,2
도로방범,이반성면,이반성면 용암리 578-2,35.169608,128.318955,2019,3
방범,중앙동,장대동 91-1,35.193366,128.089831,2019,4
도로방범,이현동,이현동 981-1 ,35.202125,128.051637,2019,1
방범,중앙동,장대동 356-16,35.190794,128.088942,2019,3
방범,중앙동,동성동 6-1,35.191817,128.08549,2019,4
방범,중앙동,장대동 51-3,35.195737,128.088531,2020,2
방범,중앙동,옥봉동 331-3,35.199241,128.090169,2020,2
방범,중앙동,동성동 10-6,35.192267,128.08341,2020,2
방범,금산면,금산면 속사리 207-1 ,35.184973,128.148497,2019,2
방범,중앙동,동성동 11-4,35.192549,128.083699,2020,3
방범,중앙동,동성동 2-13,35.192741,128.085233,2020,3
방범,중앙동,옥봉동 369-26,35.19622,128.09219,2021,2
방범,중앙동,평안동 24,35.19835,128.08292,2021,3
방범,가호동,호탄동 634-1,35.164007,128.117125,2019,4
스마트정류장,중앙동,대안동 14-8,35.194564,128.083627,2022,2
스마트정류장,중앙동,대안동 7-6,35.195214,128.083686,2022,2
스마트폴,중앙동,동성동 12-4,35.193165,128.08409,2022,1
교통관리,가호동,가호동 1959,35.15146,128.114439,2019,3
스마트폴,중앙동,동성동 2-7,35.192968,128.084594,2022,1
스마트폴,중앙동,진주시 동성동 211-4,35.192201,128.08682,2022,1
스마트폴,중앙동,장대동129-5,35.193228,128.086359,2022,2
공원,중앙동,옥봉동 28,35.197951,128.098304,2022,2
공원,중앙동,옥봉동 28,35.197951,128.098304,2022,2
방범,중앙동,수정동 16-6 ,35.198618,128.084087,2023,3
방범,중앙동,평안동 95 ,35.197978,128.081428,2023,4
방범,지수면,지수면 승산리 203-9,35.235055,128.269872,2016,2
방범,지수면,지수면 압사리 1309-4 ,35.235055,128.269872,2017,2
어린이보호구역,지수면,지수면 압사리 1065-1,35.232645,128.252013,2022,3
도로방범,지수면,지수면 승산리 120-7,35.2303,128.26933,2021,3
방범,지수면,지수면 승산리 402 ,35.234018,128.268124,2023,2
어린이보호구역,진성면,진성면 상촌리 541-2,35.1704,128.224999,2022,3
어린이보호구역,진성면,진성면 상촌리 541-2,35.169223,128.225446,2022,3
방범,성북동,봉곡동 17-8,35.195015,128.077922,2019,3
방범,진성면,진성면 동 산리 11-11,35.189075,128.245104,2019,3
도로방범,진성면 ,진성면 상촌리 153-10,35.186996,128.222074,2022,5
방범,진성면,진성면 상촌리 556-3 ,35.168787,128.223749,2023,3
방범,상대동,상대동 293-3,35.180057,128.10427,2019,2
방범,집현면,집현면 신당리 198,35.216906,128.123862,2017,2
어린이보호구역,집현면,집현면 지내리 125,35.241209,128.092923,2022,3
어린이보호구역,집현면,집현면 지내리 125,35.242023,128.09199,2022,4
방범,집현면,집현면 봉강리 299-3,35.239825,128.085669,2019,3
방범,상평동,상평동 307-3,35.171582,128.123056,2019,2
도로방범,집현면,집현면 장흥리 595-3,35.23502,128.10557,2021,2
방범,집현면,집현면 장흥리 595-3,35.23645,128.10566,2021,2
도로방범,집현면,집현면 정수리 68,35.28596,128.08297,2021,2
방범,집현면,집현면 덕오리 51-2,35.23707,128.13559,2021,1
방범,집현면,집현면 장흥리 807-4,35.227669,128.101199,2022,3
방범,집현면,집현면 냉정리 838-40,35.251263,128.098797,2022,3
방범,집현면,집현면 대암리 38-3,35.269695,128.084571,2022,3
방범,집현면,집현면 봉강리 874-1,35.243361,128.071118,2022,3
방범,집현면,집현면 신당리 609-6 ,35.228669,128.11326,2023,2
방범,천전동,칠암동 505-50 ,35.184069,128.091716,2022,5
방범,천전동,천전동 525-6,35.182392,128.093239,2022,3
방범,천전동,천전동 534-18 ,35.180355,128.096242,2022,4
방범,천전동,천전동 529-18 ,35.183061,128.095369,2014,3
방범,천전동,천전동 490-16 ,35.178597,128.094953,2019,3
방범,천전동,칠암동 60-2,35.177992,128.096852,2018,2
방범,천전동,망경동 526-22,35.178283,128.086549,2015,2
방범,천전동,망경동 102-8,35.185437,128.082388,2015,2
방범,천전동,망경동 287-8,35.182022,128.082694,2015,3
방범,진성면,진성면 천곡리 442-1,35.189249,128.246206,2019,1
방범,천전동,칠암동 103-22,35.177376,128.096142,2015,2
방범,천전동,망경동 217-7,35.180981,128.079033,2016,2
방범,초장동,초전동 762-1 ,35.20087,128.112207,2019,2
방범,천전동,칠암동 528-7,35.183835,128.094266,2016,2
방범,초장동,초전동 1728,35.207885,128.109939,2019,3
방범,천전동,칠암동 124-1,35.178622,128.096548,2016,2
방범,천전동,칠암동 524-30,35.184679,128.093332,2016,2
방범,천전동,강남동 245-27 ,35.185508,128.082152,2017,2
방범,천전동,망경동 88-12 ,35.183378,128.082772,2017,3
방범,천전동,주약동 196-13 ,35.176635,128.087715,2017,2
방범,천전동,망경동 447-33 ,35.182264,128.084625,2018,3
방범,천전동,강남동 94-1 ,35.187553,128.0855,2018,2
방범,천전동,망경동 141-29 ,35.185011,128.08051,2023,4
방범,천전동,주약동 353-3 ,35.170513,128.089955,2019,2
방범,천전동,망경동 25-6 ,35.186564,128.085141,2019,4
방범,천전동,칠암동 112-8 ,35.186885,128.081843,2019,3
방범,문산읍,문산읍 삼곡리 823-6,35.161307,128.171311,2019,2
방범,천전동,칠암동 499-12,35.187726,128.090211,2019,2
방범,진성면,진성면 상촌리 638-2,35.179591,128.220544,2019,2
방범,진성면,진성면 상촌리 888-26,35.180435,128.219451,2019,2
방범,천전동,칠암동 15-5,35.182307,128.095799,2019,2
공원,천전동,칠암동 522,35.183499,128.092794,2017,4
어린이보호구역,천전동,망경동 490,35.179966,128.083913,2021,3
어린이보호구역,천전동,망경동 490,35.179114,128.083817,2021,2
어린이보호구역,천전동,망경동 480-5,35.180315,128.084805,2022,4
어린이보호구역,천전동,망경동 480-5,35.179193,128.085295,2014,5
어린이보호구역,천전동,칠암동 237-2,35.186716,128.089273,2021,2
어린이보호구역,천전동,칠암동 237-2,35.18593,128.090358,2021,1
어린이보호구역,천전동,칠암동 237-2,35.184907,128.090547,2021,2
어린이보호구역,천전동,칠암동 237-2,35.185597,128.09254,2021,2
어린이보호구역,천전동,칠암동 237-2,35.186253,128.091918,2021,2
어린이보호구역,천전동,천전동 111-95 ,35.173617,128.093313,2021,1
어린이보호구역,천전동,천전동  111-93 ,35.173187,128.092323,2021,2
어린이보호구역,천전동,천전동 산42-1,35.171878,128.091432,2021,3
방범,천전동,칠암동 491-1,35.17819,128.093494,2022,3
도로방범,천전동,망경동 4-5 ,35.187214,128.082736,2020,2
도로방범,천전동,망경동 161-1,35.184384,128.078756,2015,1
도로방범,천전동,강남동 122-10,35.184902,128.086727,2015,2
도로방범,천전동,칠암동 300-1 ,35.185603,128.087796,2016,1
산단관리,상평동,상평동 55-80,35.174207,128.125738,2019,1
도로방범,천전동,망경동 177-14 ,35.182119,128.078055,2018,2
도로방범,천전동,주약동 206-5 ,35.175066,128.088934,2019,2
도로방범,천전동,강남동 119 ,35.185795,128.086433,2019,2
방범,천전동,망경동 453-81,35.181677,128.085779,2019,3
방범,천전동,망경동 426,35.180861,128.083259,2019,2
방범,천전동,주약동 190-8,35.177577,128.087729,2019,3
방범,천전동,강남동 245-125,35.18169,128.088415,2019,4
방범,천전동,망경동 151,35.183765,128.079425,2019,2
방범,천전동,망경동 135-18,35.185226,128.080895,2019,2
방범,천전동,진주시 망경동 381-8,35.180217,128.08076,2019,3
방범,천전동,진주시 망경동 319,35.180593,128.08022,2019,3
방범,천전동,주약동 133-151,35.174545,128.091949,2019,3
방범,천전동,칠암동 515-1,35.182726,128.090681,2019,4
방범,충무공동,충무공동 278(LH8단지),35.172648,128.148532,2019,1
방범,충무공동,충무공동 278(행정복지센터),35.175798,128.149204,2019,1
방범,충무공동,충무공동 278(LH4단지),35.178084,128.148471,2019,1
방범,충무공동,충무공동 278(LH본사),35.178206,128.148094,2019,1
방범,충무공동,충무공동 223(LH1단지),35.180974,128.147152,2019,1
방범,충무공동,충무공동 223(남동 발전),35.18069,128.147207,2019,1
교통관리,충무공동,충무공동 87-18,35.16654,128.129827,2019,3
교통관리,충무공동,충무공동 134,35.177493,128.13881,2019,4
방범,천전동,칠암동 478-5,35.178553,128.098253,2019,3
교통정보수집,상대동,상대동 295-18,35.179478,128.100966,2020,4
교통정보수집,상대동,상대동 298-6,35.179636,128.107185,2020,4
교통정보수집,상대동,상대동 299-9,35.179761,128.110336,2020,4
교통정보수집,상대동,상대동 303-62,35.17973,128.111947,2020,4
교통정보수집,상대동,상대동 313-11,35.180368,128.117338,2020,4
교통정보수집,상대동,상대동 33-23,35.180145,128.122404,2020,4
교통정보수집,상대동,상대동 33-97,35.180414,128.129265,2020,3
방범,천전동,칠암동 478-8,35.188695,128.08689,2019,3
교통정보수집,천전동,칠암동 379-5,35.182,128.089416,2020,4
교통정보수집,천전동,강남동 11-22,35.186355,128.087344,2020,4
교통정보수집,천전동,칠암동 496-4,35.187849,128.086558,2020,3
교통정보수집,중앙동,동성동 214-13,35.187849,128.086558,2020,4
교통정보수집,중앙동,동성동 2-7,35.192842,128.084565,2020,4
재난화재,상대동,상대동 276-9,35.180274,128.110276,2020,1
재난화재,신안동,신안동 8-1,35.189073,128.070862,2019,1
재난화재,천전동,망경동 117-6,35.122709,128.187382,2019,1
재난화재,평거동,평거동 636-11,35.163384,128.05602,2019,1
재난화재,수곡면,수곡면 원내리 865-49,35.122709,128.187382,2018,1
주정차단속,정촌면,정촌면 예하리 1286-2,35.128887,128.099983,2018,4
도로방범,가호동,호탄동 산 141-2 ,35.158633,128.119042,2020,1
교통정보수집,천전동,칠암동 429-4,35.178506,128.091443,2020,4
방범,천전동,칠암동 509-20,35.184544,128.089599,2020,2
도로방범,가호동,호탄동 774,35.159306,128.117712,2020,2
감응신호,가호동,호탄동 산 108-6,35.162766,128.120726,2021,2
주정차단속,하대동,하대동 316-33,35.193167,128.121971,2020,1
감응신호,가호동,가좌동 996-12,35.150615,128.101847,2021,1
재난화재,집현면,집현면 덕오리 576-7,35.258433,128.12157,2020,3
교통관리,충무공동,충무공동 145,35.167413,128.136305,2020,4
방범,천전동,주약동 156-26,35.176433,128.091851,2020,3
스마트정류장,천전동,칠암동 482,35.179804,128.090535,2022,2
스마트폴,천전동,망경동 110-1,35.18721,128.08183,2022,2
방범,상대동,상대동 284,35.17973,128.108065,2020,1
방범,사봉면,사봉면 산업단지로49,35.190045,128.27578,2020,4
교통관리,초장동,초전동 1665,35.212198,128.106198,2020,2
방범,문산읍,문산읍 소문리 290-4,35.173666,128.159878,2020,3
방범,문산읍,문산읍 소문리 290-4,35.173471,128.159985,2020,1
방범,금산면,금산면 속사리 612,35.184023,128.140441,2020,3
스마트폴,천전동,칠암동 500-15,35.18611,128.09399,2022,1
방범,천전동,칠암동 507-9,35.183957,128.090738,2022,4
방범,중앙동,장대동 51-3,35.195547,128.088448,2020,1
방범,천전동,망경동 456-57,35.18131,128.085124,2022,5
방범,상봉동,상봉동 1090-3,35.198519,128.071616,2020,2
방범,천전동,망경동 392,35.179833,128.081582,2022,2
감응신호,가호동,가좌동 346-1,35.149435,128.108089,2021,6
방범,천전동,망경동 138-14,35.184207,128.080765,2023,2
방범,천전동,망경동 82-15,35.184024,128.081767,2023,3
방범,천전동,망경동 132-7,35.185199,128.081284,2023,2
방범,상대동,상대동 511-3,35.188328,128.114049,2020,1
방범,천전동,망경동산 7,35.187209,128.084579,2023,2
방범,천전동,강남동 113-2,35.185764,128.0856,2023,2
방범,중앙동,옥봉동 331-3,35.199023,128.090002,2020,1
방범,중앙동,옥봉동 331-3,35.199145,128.089931,2020,1
공원,천전동,망경동산16-3,35.183067,128.077628,2023,1
방범,성북동,인사동 189-9,35.192926,128.070344,2020,2
방범,천전동,망경동 74-7 ,35.183161,128.081589,2023,3
방범,천전동,칠암동 512-11 ,35.181703,128.090843,2023,2
방범,평거동,평거동 1023,35.168615,128.062913,2020,1
방범,평거동,평거동 1023,35.168496,128.062711,2020,2
방범,천전동,강남동 239 ,35.179978,128.090406,2023,3
공원,판문동,강남동 245-178,35.178737,128.088344,2023,3
재난화재,천전동,진주시 망경동 57-2,35.182966,128.085707,2020,2
재난화재,성북동,진주시 중안동 10,35.193468,128.081692,2020,2
재난화재,상대동,진주시 상대동 314-7,35.180428,128.118613,2020,4
방범,성북동,남성동 24-1,35.19051,128.078969,2020,2
방범,성북동,남성동 24-1,35.190757,128.079253,2020,1
방범,성북동,남성동 1-12,35.191257,128.078552,2020,4
공원,가호동,강남동 245-178,35.178464,128.087785,2020,1
방범,성북동,본성동 16-18,35.190996,128.08038,2020,2
교통관리,성북동,본성동 2-3,35.19231,128.081855,2020,4
도로방범,성북동,본성동 6-5,35.191,128.083005,2020,3
공원,가호동,강남동 245-178,35.178464,128.087785,2020,3
방범,초장동,초장동 813-13 ,35.201325,128.114747,2022,5
방범,초장동,초전동 796-1,35.202035,128.11265,2018,2
교통관리,충무공동,충무공동 275,35.167097,128.13639,2020,4
교통관리,충무공동,충무공동 298,35.174591,128.14494,2020,3
교통관리,충무공동,충무공동 231,35.180295,128.143385,2020,1
어린이보호구역,초장동,장재동 582,35.217425,128.100895,2022,2
어린이보호구역,초장동,장재동 582,35.217103,128.102226,2022,3
산단관리,상대동,상대동 33-97,35.180768,128.129298,2020,3
방범,초장동,초전동 1640-2,35.205795,128.113484,2016,4
산단관리,상평동,상평동 55-61,35.18105,128.140423,2020,2
산단관리,상평동,상평동 371-1,35.17342,128.127332,2020,2
산단관리,상평동,상평동 957-5,35.138977,128.107686,2020,3
